('80a00cb9-db78-45ee-b738-45d227c22165_cologne_000005_000019', {'poly_id': 'cologne_000005_000019_22', 'color_shift': 73, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('13e40b5e-3798-42e2-b524-e5197d33de79_bremen_000232_000019', {'poly_id': 'bremen_000232_000019_24', 'color_shift': 114, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('81210da1-86b3-43d2-9f20-a8e4dfd69dad_weimar_000023_000019', {'poly_id': 'weimar_000023_000019_13', 'color_shift': 49, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('765f890d-5938-46ed-81fe-b1e559f3807c_tubingen_000055_000019', {'poly_id': 'tubingen_000055_000019_56', 'color_shift': 123, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('a3eef438-3249-4105-8900-8d6dd7848327_hamburg_000000_047220', {'poly_id': 'hamburg_000000_047220_59', 'color_shift': 132, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('fc0e1148-3870-49ec-8081-2ca3052e7a46_munster_000109_000019', {'poly_id': 'munster_000109_000019_69', 'color_shift': 74, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('f47e5e78-5727-4b77-9f91-776ab7deaad0_frankfurt_000000_013240', {'poly_id': 'frankfurt_000000_013240_34', 'color_shift': 116, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('f4adc22a-6152-4f78-bc45-2a913b99aea9_stuttgart_000193_000019', {'poly_id': 'stuttgart_000193_000019_98', 'color_shift': 59, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('b5ec0b3c-f95a-4458-9e4b-70f33249d848_dusseldorf_000150_000019', {'poly_id': 'dusseldorf_000150_000019_24', 'color_shift': 47, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('de65666e-b0e4-43fd-af04-398c73e88ece_strasbourg_000000_008603', {'poly_id': 'strasbourg_000000_008603_51', 'color_shift': 49, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('976453fb-d4d1-4ee1-935d-ee97e9b52ce9_tubingen_000060_000019', {'poly_id': 'tubingen_000060_000019_43', 'color_shift': 82, 'dec_lit': 48, 'inc_sat': 30, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('910746f5-85a1-40ce-986f-764785b986c8_strasbourg_000001_032660', {'poly_id': 'strasbourg_000001_032660_47', 'color_shift': 120, 'dec_lit': 48, 'inc_sat': 12, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('259d8eb5-ed93-4f17-80cf-5af434d7023c_frankfurt_000001_049078', {'poly_id': 'frankfurt_000001_049078_48', 'color_shift': 67, 'dec_lit': 25, 'inc_sat': 36, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('2cc1ef8f-0ba4-489b-9b45-8eafcf173486_bremen_000294_000019', {'poly_id': 'bremen_000294_000019_29', 'color_shift': 86, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('f6f3333c-e661-4512-aafa-2bd4404e7721_krefeld_000000_021814', {'poly_id': 'krefeld_000000_021814_46', 'color_shift': 79, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('38bd8d3e-759a-411a-a423-00507a25df25_strasbourg_000001_035276', {'poly_id': 'strasbourg_000001_035276_66', 'color_shift': 95, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('fd055548-505d-47af-aeb3-6353e6657b13_munster_000020_000019', {'poly_id': 'munster_000020_000019_53', 'color_shift': 95, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('03eb7007-2e72-46bc-8d94-4f2f34a6668e_tubingen_000116_000019', {'poly_id': 'tubingen_000116_000019_23', 'color_shift': 95, 'dec_lit': 32, 'inc_sat': 19, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('0e403f8a-8ac6-47cb-b3fe-4f1d20c5d508_aachen_000123_000019', {'poly_id': 'aachen_000123_000019_39', 'color_shift': 112, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('6d8a41ac-4f90-4740-931a-270c9210ce5b_hamburg_000000_080438', {'poly_id': 'hamburg_000000_080438_32', 'color_shift': 95, 'dec_lit': 22, 'inc_sat': 10, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('78c8c9df-3a4e-436e-9495-d5110a6bafc6_frankfurt_000001_067178', {'poly_id': 'frankfurt_000001_067178_61', 'color_shift': 86, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('e385a434-a474-4262-ab0e-58f1a717a93c_stuttgart_000056_000019', {'poly_id': 'stuttgart_000056_000019_26', 'color_shift': 91, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('1e9d5ba6-0444-46ce-9f68-03601cb09cd1_munster_000102_000019', {'poly_id': 'munster_000102_000019_37', 'color_shift': 107, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('dbd0d676-0b1c-4e7c-a825-6a1fc6f379c9_dusseldorf_000167_000019', {'poly_id': 'dusseldorf_000167_000019_29', 'color_shift': 64, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('5cda541c-2c36-4539-a867-b30dfd88564c_dusseldorf_000145_000019', {'poly_id': 'dusseldorf_000145_000019_124', 'color_shift': 72, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('f7548aac-7d12-48c6-ac3c-72195d3803bc_bochum_000000_027951', {'poly_id': 'bochum_000000_027951_51', 'color_shift': 79, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('99adff25-024a-4e79-ad36-29635a00d3a5_cologne_000109_000019', {'poly_id': 'cologne_000109_000019_70', 'color_shift': 90, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('5fb35901-140a-4e7b-a270-893634aeb85c_munster_000037_000019', {'poly_id': 'munster_000037_000019_72', 'color_shift': 48, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('33d5bd62-fe89-4547-ac9a-8715af83ddfb_frankfurt_000001_046779', {'poly_id': 'frankfurt_000001_046779_84', 'color_shift': 121, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('139ee1d0-1c8a-42fa-aee3-161072d60535_frankfurt_000001_046272', {'poly_id': 'frankfurt_000001_046272_34', 'color_shift': 104, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('effbb7d2-3345-458a-b032-0b8692110fa6_cologne_000148_000019', {'poly_id': 'cologne_000148_000019_127', 'color_shift': 84, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('1cb418f4-9e08-4eb3-8a64-6ce230b70a0f_aachen_000083_000019', {'poly_id': 'aachen_000083_000019_49', 'color_shift': 97, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('7328cb70-fc70-4e80-9223-174b16847d76_hanover_000000_008017', {'poly_id': 'hanover_000000_008017_11', 'color_shift': 67, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('d28df143-2637-4a11-acac-06cbbb28a013_ulm_000002_000019', {'poly_id': 'ulm_000002_000019_30', 'color_shift': 103, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('317e9be1-d7ff-43df-b747-810640b32048_weimar_000010_000019', {'poly_id': 'weimar_000010_000019_58', 'color_shift': 104, 'dec_lit': 36, 'inc_sat': 21, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('e99b4846-0bc5-4089-a22d-1b801c7429f8_bremen_000089_000019', {'poly_id': 'bremen_000089_000019_74', 'color_shift': 73, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('5a8b40c1-0142-4483-9cd1-c8806c8a94f3_aachen_000034_000019', {'poly_id': 'aachen_000034_000019_26', 'color_shift': 88, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('353ed229-dea2-4bca-b256-7ea2b5eab309_zurich_000089_000019', {'poly_id': 'zurich_000089_000019_51', 'color_shift': 119, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('1899b45c-d811-4c61-8cbe-f52db664382b_dusseldorf_000007_000019', {'poly_id': 'dusseldorf_000007_000019_30', 'color_shift': 134, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('caba5384-0726-4804-bd3b-3cd725ae4861_lindau_000042_000019', {'poly_id': 'lindau_000042_000019_18', 'color_shift': 92, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('cda27d2e-7367-47a0-a8bb-0b30edc6fb71_bremen_000197_000019', {'poly_id': 'bremen_000197_000019_31', 'color_shift': 118, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('2d46923a-7dc5-409a-9371-3769887678ad_strasbourg_000000_001278', {'poly_id': 'strasbourg_000000_001278_74', 'color_shift': 83, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('73d45a0b-6213-4162-a5e0-5441db2b3a06_bremen_000161_000019', {'poly_id': 'bremen_000161_000019_11', 'color_shift': 54, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('495bc3e5-8247-4087-8c8f-c3d45c3fb1fb_frankfurt_000001_030669', {'poly_id': 'frankfurt_000001_030669_58', 'color_shift': 99, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('142ebcd7-65fd-4e3f-8812-b42e12dd1357_tubingen_000131_000019', {'poly_id': 'tubingen_000131_000019_97', 'color_shift': 68, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('da5386d3-5370-4b3a-b7cd-bd1f1222a526_hamburg_000000_047220', {'poly_id': 'hamburg_000000_047220_33', 'color_shift': 101, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('4d473648-f9a7-4169-a113-e9af794933cb_aachen_000165_000019', {'poly_id': 'aachen_000165_000019_43', 'color_shift': 122, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('f14e0934-79c2-4201-a76e-81f6fa23c399_bremen_000300_000019', {'poly_id': 'bremen_000300_000019_44', 'color_shift': 53, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('e15b581c-3566-4f54-b953-4ce109ad5920_cologne_000088_000019', {'poly_id': 'cologne_000088_000019_83', 'color_shift': 128, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('862d54f2-6d90-4cb7-a065-29619515d34f_weimar_000024_000019', {'poly_id': 'weimar_000024_000019_20', 'color_shift': 83, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('84a489b4-85c1-4613-843f-d5867f788ac2_strasbourg_000000_006106', {'poly_id': 'strasbourg_000000_006106_42', 'color_shift': 56, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('ea94f39d-5e43-4b05-8491-d1ab72730955_dusseldorf_000018_000019', {'poly_id': 'dusseldorf_000018_000019_47', 'color_shift': 96, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('471c672e-5e35-41b1-97d6-35868f2fa5d7_strasbourg_000000_029577', {'poly_id': 'strasbourg_000000_029577_43', 'color_shift': 102, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('7bef9ac9-b593-4fdb-b813-1d5fd23d4991_frankfurt_000001_029236', {'poly_id': 'frankfurt_000001_029236_56', 'color_shift': 79, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('48f22b25-fc9b-44ac-9560-b5d2305b4dc3_frankfurt_000001_011162', {'poly_id': 'frankfurt_000001_011162_38', 'color_shift': 135, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('da10d107-781b-4d15-b77e-ad5ab78cb988_cologne_000088_000019', {'poly_id': 'cologne_000088_000019_63', 'color_shift': 127, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('1384a4dd-0f41-4e35-a7cb-82a5b65fcd14_jena_000065_000019', {'poly_id': 'jena_000065_000019_31', 'color_shift': 69, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('6740af78-62cc-43ab-bc4b-b380eedf2b1b_aachen_000170_000019', {'poly_id': 'aachen_000170_000019_109', 'color_shift': 85, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('3c790f39-48dd-4de9-823b-f93052b6aad0_hanover_000000_045446', {'poly_id': 'hanover_000000_045446_26', 'color_shift': 84, 'dec_lit': 24, 'inc_sat': 33, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('b170bd8a-14c2-4441-90d8-c78dae9643ca_strasbourg_000000_014416', {'poly_id': 'strasbourg_000000_014416_89', 'color_shift': 105, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('3de65842-8c64-4a76-b0b3-d1a990cbeaa7_frankfurt_000001_043564', {'poly_id': 'frankfurt_000001_043564_87', 'color_shift': 104, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('89fed43c-8a30-46e2-a3d8-d4643ee54a42_hamburg_000000_067223', {'poly_id': 'hamburg_000000_067223_79', 'color_shift': 93, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('ff69aba1-7a3f-4fc0-bc66-5b48853a1768_tubingen_000075_000019', {'poly_id': 'tubingen_000075_000019_29', 'color_shift': 47, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('7d34e78c-acdc-44b0-98cd-35878cbabe5d_dusseldorf_000183_000019', {'poly_id': 'dusseldorf_000183_000019_20', 'color_shift': 86, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('1def1a13-4da7-4306-af7a-f8872e028d94_bremen_000150_000019', {'poly_id': 'bremen_000150_000019_89', 'color_shift': 120, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('df5f85d3-0fb7-4edd-8899-3666a79305d5_stuttgart_000129_000019', {'poly_id': 'stuttgart_000129_000019_28', 'color_shift': 45, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('6a18fba3-7a59-432b-8ce4-12ea7652584f_cologne_000064_000019', {'poly_id': 'cologne_000064_000019_11', 'color_shift': 133, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('30daa04c-d230-4919-b15f-4e51ae3180e4_bremen_000275_000019', {'poly_id': 'bremen_000275_000019_45', 'color_shift': 86, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('3ead2bde-74fd-4e62-8569-95c7686aa434_lindau_000015_000019', {'poly_id': 'lindau_000015_000019_27', 'color_shift': 110, 'dec_lit': 45, 'inc_sat': 14, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('9cb957b4-f690-4e79-9d4d-8a5335894885_munster_000034_000019', {'poly_id': 'munster_000034_000019_45', 'color_shift': 87, 'dec_lit': 39, 'inc_sat': 38, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('848e5659-124b-410e-9256-66cfda55c273_munster_000165_000019', {'poly_id': 'munster_000165_000019_91', 'color_shift': 56, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('66cf1846-246a-4efb-82f7-2a49148d7fbc_monchengladbach_000000_009191', {'poly_id': 'monchengladbach_000000_009191_53', 'color_shift': 96, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('3bfb3eec-5e05-403e-9ce1-6d7dafd9cb01_jena_000001_000019', {'poly_id': 'jena_000001_000019_45', 'color_shift': 104, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('b3719ccd-895a-4789-bc0c-a635473429b0_frankfurt_000001_073088', {'poly_id': 'frankfurt_000001_073088_34', 'color_shift': 98, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('e2b700f3-d743-48ca-8de6-d9dec27303b7_dusseldorf_000184_000019', {'poly_id': 'dusseldorf_000184_000019_16', 'color_shift': 61, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('07f03c6e-2e3e-4603-8b51-3f85e90be2cd_aachen_000140_000019', {'poly_id': 'aachen_000140_000019_79', 'color_shift': 135, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('a51fe8eb-ffec-47c1-8810-2a8d0c26cc1e_bremen_000306_000019', {'poly_id': 'bremen_000306_000019_35', 'color_shift': 114, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('b345c36e-c52e-41e0-9fd2-c64fc9f15b7c_hamburg_000000_063698', {'poly_id': 'hamburg_000000_063698_77', 'color_shift': 54, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('f70755aa-0b1b-46da-af9e-37b263fbc345_munster_000073_000019', {'poly_id': 'munster_000073_000019_39', 'color_shift': 103, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('00a8acff-f0d0-474c-8e46-b9e5399b1479_darmstadt_000043_000019', {'poly_id': 'darmstadt_000043_000019_56', 'color_shift': 59, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('4cced2a3-7efb-45cd-8aa2-e470fd51ba85_hamburg_000000_044747', {'poly_id': 'hamburg_000000_044747_58', 'color_shift': 92, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('f77f70f0-ef4d-472b-87eb-3faaeb45e4b1_bremen_000217_000019', {'poly_id': 'bremen_000217_000019_64', 'color_shift': 89, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('3af211fb-471a-430a-9cbd-446bf1342d81_aachen_000086_000019', {'poly_id': 'aachen_000086_000019_66', 'color_shift': 83, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('49f00704-c103-46fa-aebe-fb493012fc3f_munster_000094_000019', {'poly_id': 'munster_000094_000019_139', 'color_shift': 103, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('cadc4cd7-1832-4b83-9eea-c34a7a7605b3_darmstadt_000016_000019', {'poly_id': 'darmstadt_000016_000019_92', 'color_shift': 64, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('9f213067-5fbc-422f-a229-c5ee34c7cae0_hanover_000000_032351', {'poly_id': 'hanover_000000_032351_65', 'color_shift': 132, 'dec_lit': 31, 'inc_sat': 27, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('454db0ff-ea9f-4a47-b305-94310119448f_strasbourg_000001_008310', {'poly_id': 'strasbourg_000001_008310_55', 'color_shift': 83, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('91a20c2b-2ab3-40e9-b373-c14a7a8fa12b_strasbourg_000001_059433', {'poly_id': 'strasbourg_000001_059433_41', 'color_shift': 135, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('8cb4f1be-7442-4191-b064-178d52a4c492_stuttgart_000165_000019', {'poly_id': 'stuttgart_000165_000019_7', 'color_shift': 57, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('71b49db2-e902-4204-8e68-e29f4701b370_stuttgart_000064_000019', {'poly_id': 'stuttgart_000064_000019_23', 'color_shift': 105, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
('dd72b1e6-f019-4d4f-875c-49c334da9833_cologne_000012_000019', {'poly_id': 'cologne_000012_000019_83', 'color_shift': 62, 'dec_lit': None, 'inc_sat': None, 'semantic_label': 'car', 'mutation_type': MutationType.CHANGE_COLOR}),
