('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/df5c5a56-c741-4eb2-965c-48277df6c4df_bochum_000000_003005_edit.png', array([-0.3134752, -1.3126813], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/d5d54761-d02c-4710-beb8-0c1a745da4ef_bochum_000000_005537_edit.png', array([-0.4233911, -1.0636961], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/4606a611-11b7-40f5-ba08-a3357a85e6ac_stuttgart_000191_000019_edit.png', array([-0.3176613, -1.301399 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/b6d362f2-9959-4d9f-aaee-dbdd432b7320_strasbourg_000000_021231_edit.png', array([-0.31882113, -1.298304  ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/2ac409b2-af5c-4ae3-b178-785a8a20b729_aachen_000056_000019_edit.png', array([-0.4962269 , -0.93859667], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/c133b12e-326f-4b4d-963d-d8742ef1245b_jena_000064_000019_edit.png', array([-0.31559932, -1.3069347 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_add_person/ab46f5f7-b89a-44b5-b752-fa9cce1b02ce_darmstadt_000057_000019_edit.png', array([-0.4845966 , -0.95697105], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/4289d1e4-032c-4940-bf4d-75f2ea654856_tubingen_000033_000019_edit.png', array([-0.31332052, -1.3131016 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_change_person_color/1a0193b4-8dd7-4d32-a1e9-3c4d2454ec65_erfurt_000041_000019_edit.png', array([-0.36898053, -1.1758355 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/31d28404-3d03-4ed3-8ca6-e2a18bd58a72_erfurt_000013_000019_edit.png', array([-0.6109698 , -0.78268725], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/0a427c88-35f5-4a4e-bbe3-733a1e99bcd2_erfurt_000096_000019_edit.png', array([-0.31343508, -1.3127904 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/ff071ee4-4344-41d4-8b53-5f25e74ada2f_erfurt_000061_000019_edit.png', array([-0.4402743, -1.0324305], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_add_car/6b29c763-ee49-4a7b-a2ac-32ef2e770ac7_weimar_000004_000019_edit.png', array([-0.5395987 , -0.87462634], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/5b1ea927-2dc5-4eeb-9dde-fe93460e9774_bochum_000000_029721_edit.png', array([-0.6481282, -0.740289 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/4d025321-8dac-4d32-8162-2752e928c2d9_bremen_000292_000019_edit.png', array([-0.66321373, -0.72400445], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/c98a6904-255e-4e1c-aff1-cb1e326d39cb_ulm_000092_000019_edit.png', array([-0.6251222, -0.7661395], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/e1408e7e-35f7-4f5c-8565-efbdfc865032_erfurt_000041_000019_edit.png', array([-0.33496177, -1.2565492 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/50493f9d-70f4-4d93-9253-ede895a11ca1_dusseldorf_000165_000019_edit.png', array([-0.3233425, -1.2863618], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/500aeb21-6b40-4702-b459-8a9c81784912_cologne_000001_000019_edit.png', array([-0.3219558, -1.290004 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/34a9bb14-de26-41f3-8513-040e0daa7571_erfurt_000078_000019_edit.png', array([-0.32339674, -1.2862197 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/ee826125-d497-4575-846c-ff0cc315b84b_stuttgart_000077_000019_edit.png', array([-0.48010778, -0.9642124 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/22bc9dec-2c3c-4d75-bd5a-77d815ad774d_krefeld_000000_005503_edit.png', array([-0.42066222, -1.0688938 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/8822fe65-1daf-4bd5-a706-bbbd97cab823_dusseldorf_000087_000019_edit.png', array([-0.47469556, -0.973058  ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/81c6de93-ef44-451b-9a10-d4d0cc5f843d_zurich_000017_000019_edit.png', array([-0.42845035, -1.0541685 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/4a4ddfbb-5fc0-4df8-9f37-a689d8e6087f_darmstadt_000057_000019_edit.png', array([-0.40788245, -1.0937951 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/98f93dbb-bd69-412a-a2d6-b69390b25a8d_hanover_000000_037298_edit.png', array([-0.3837065, -1.1436038], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_add_person/69f58726-5dcc-47aa-9fe7-a28470b8da7e_dusseldorf_000091_000019_edit.png', array([-0.3132732, -1.3132306], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/32073aa5-22e3-44af-ab92-70cf7ff037c6_bremen_000236_000019_edit.png', array([-0.6453101, -0.7433881], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/2c53cf6e-74ea-43dd-9210-649d52cb57b0_darmstadt_000000_000019_edit.png', array([-0.33104408, -1.2664636 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/c35b1f96-6e7d-4336-bc49-ff073dbd322e_ulm_000044_000019_edit.png', array([-0.35367388, -1.2110103 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/d4609ae0-eb79-4823-905e-3742ad5998bd_bochum_000000_010562_edit.png', array([-0.3192386, -1.2971928], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/94e43121-5305-48bd-b260-32d941da7a21_dusseldorf_000052_000019_edit.png', array([-0.52275556, -0.8986584 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/0f560db9-55b2-47a0-8a79-003cc95c40df_bremen_000298_000019_edit.png', array([-0.3649615, -1.1849005], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/e2b400f0-1bc7-4494-81f4-0626da92edf3_bochum_000000_009951_edit.png', array([-0.31909567, -1.2975732 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/a16de051-645b-4051-a6b7-5d4f951d55a3_ulm_000066_000019_edit.png', array([-0.5657713, -0.8391488], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/bba4d698-ea8a-452d-944e-258f45b74830_aachen_000063_000019_edit.png', array([-0.34205997, -1.2389288 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/d0787366-af6d-4093-8704-2c4f5c1f0880_erfurt_000062_000019_edit.png', array([-0.54997456, -0.86029917], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/27d89cb1-c6bb-4a63-8b33-d619aa918f74_stuttgart_000150_000019_edit.png', array([-0.48192286, -0.96127415], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_add_person/80c3e7ee-3229-4b63-a7ba-5f726a1acf8b_strasbourg_000000_019229_edit.png', array([-0.3132974, -1.3131645], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/ae49e880-514c-4d4b-bd54-18161395fba6_jena_000017_000019_edit.png', array([-0.6364784, -0.753221 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/48c27a48-f267-47e7-a2d6-c84ee6ec2136_erfurt_000049_000019_edit.png', array([-0.6778392, -0.708693 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/ee0ef859-7325-4620-a43f-a54910315860_dusseldorf_000161_000019_edit.png', array([-0.42657417, -1.0576859 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/38d8d7f3-089a-48d9-a4db-b092b6970997_weimar_000022_000019_edit.png', array([-0.39576733, -1.1182947 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/a581caa7-f21f-450d-b08b-9095c1072ca1_stuttgart_000068_000019_edit.png', array([-0.584231  , -0.81539243], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/05919183-b513-4615-8d95-3af19b075aa2_stuttgart_000124_000019_edit.png', array([-0.67325664, -0.71344125], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/5266bf7e-7f68-4138-bd92-610a2ed1a7c3_strasbourg_000001_003676_edit.png', array([-0.4774869, -0.9684802], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/f0abac5d-f614-4061-b2c7-6489857c0456_bremen_000272_000019_edit.png', array([-0.38559312, -1.1395817 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/da7ebbf7-b174-4fec-b4c1-da7c1a0b0d6b_weimar_000113_000019_edit.png', array([-0.5595529, -0.8473817], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/add_car_check_perspective_rotated/2847760e-1e1e-46de-bda6-e13d6dfd0ddb_bremen_000154_000019_edit.png', array([-0.47068346, -0.97969735], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/3ce71f57-0599-4851-ab13-4c0f8e2d5a62_zurich_000113_000019_edit.png', array([-0.31582427, -1.306329  ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/b2f028c1-460e-4a9f-8c3e-ed235cffcfdd_dusseldorf_000145_000019_edit.png', array([-0.43037838, -1.0505738 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/ec34bb56-07ae-4003-9fb8-4b318dd4d139_bochum_000000_016758_edit.png', array([-0.38807362, -1.1343297 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/45968d17-a593-4bed-add3-1359e522652f_krefeld_000000_030111_edit.png', array([-0.35984325, -1.1966188 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/d2f2ee21-96ee-46a2-800b-432051750093_tubingen_000090_000019_edit.png', array([-0.38662553, -1.1373906 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_change_person_color/fd6aedd0-7836-428b-b082-8b8e99a1a8a7_strasbourg_000001_002644_edit.png', array([-0.4021439, -1.1052884], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/442b7052-38b7-489e-bd1c-1fd0979e9c13_stuttgart_000124_000019_edit.png', array([-0.4979962, -0.9358491], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/5064de83-7cd3-4592-90a7-cd7399dc6070_bochum_000000_009951_edit.png', array([-0.4732858, -0.9753828], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/575875a7-37d3-48f4-aaf8-338c5e6ea698_jena_000011_000019_edit.png', array([-0.5777269, -0.823649 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/76d159ff-e4f9-469a-bd74-b198d4dcd769_hamburg_000000_077642_edit.png', array([-0.37693065, -1.1582465 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/dad6825e-18da-4bbe-80ff-a5111c47130e_erfurt_000101_000019_edit.png', array([-0.3631252, -1.189082 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/add_car_lighting_test_with_shadows/a44add51-e53d-4cc5-b584-9129cbb7bff3_stuttgart_000148_000019_edit.png', array([-0.32549304, -1.2807504 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/f417a954-a976-4650-9009-b456e6086acd_erfurt_000078_000019_edit.png', array([-0.3755659, -1.1612341], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/b2d5aba3-1a3b-44ca-b433-427d4de97716_bremen_000227_000019_edit.png', array([-0.31855 , -1.299026], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/1cd8a3cd-9906-4dd5-876f-29c07ffc5f2b_hamburg_000000_093787_edit.png', array([-0.4999476, -0.9328328], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/6dd2356e-112b-419e-b42b-12372fc6c391_aachen_000163_000019_edit.png', array([-0.633476 , -0.7566061], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/aba91e87-4683-4c0a-97be-8d958f9e5297_bochum_000000_001519_edit.png', array([-0.41072285, -1.088179  ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/19e45e94-5a4a-49b4-98dc-e5817f16393d_dusseldorf_000125_000019_edit.png', array([-0.62319237, -0.76836634], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/f6d955f6-9099-44b0-846a-3468f3690920_erfurt_000049_000019_edit.png', array([-0.32655174, -1.2780037 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/230e11a0-4d5d-4fb6-a266-bd92be3688fb_tubingen_000021_000019_edit.png', array([-0.6909827 , -0.69531614], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/deecf7c9-6123-4454-8db6-db9b363e1120_ulm_000089_000019_edit.png', array([-0.36873603, -1.1763833 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/0a6f2585-3ef7-4425-98a6-cb0f4e6183eb_dusseldorf_000091_000019_edit.png', array([-0.3132707, -1.3132372], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/44a571d6-c265-4be4-9ab5-487da270a739_stuttgart_000129_000019_edit.png', array([-0.35714418, -1.2028787 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/6531bf94-8a50-4351-a0de-d31bc5492f25_erfurt_000084_000019_edit.png', array([-0.3158291, -1.306316 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/f2a67496-0fdb-4a45-84e8-9b1e29d41a5e_cologne_000111_000019_edit.png', array([-0.3321336, -1.2636926], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/7d56e2ff-6d7e-489f-8fc5-b380e82f79b2_ulm_000092_000019_edit.png', array([-0.6469905, -0.7415378], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/f1857b45-4cba-4c27-89b8-1b959ee30805_ulm_000088_000019_edit.png', array([-0.51978874, -0.9029949 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/8bc4f8cd-18f3-4f5f-afa7-a9c41cf42e60_ulm_000088_000019_edit.png', array([-0.5262765, -0.893553 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/97d23e5d-2843-4f8e-bf16-c7c07077ed7d_bochum_000000_004748_edit.png', array([-0.42130023, -1.0676748 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_add_person/5f585686-f6f5-4f61-969f-da9e98749a76_weimar_000007_000019_edit.png', array([-0.4082377, -1.0930899], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/10291f1d-4b69-444a-b92c-5a471c1b4b21_ulm_000002_000019_edit.png', array([-0.6047539, -0.7901184], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/add_car_check_perspective/82ad5537-0ad2-47c8-83f0-c67178543f0d_weimar_000012_000019_edit.png', array([-0.42809105, -1.0548407 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/fb8bee86-fa55-4e17-8138-61c977b582c1_krefeld_000000_035124_edit.png', array([-0.4937755, -0.9424238], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations/b6d7cc32-7a6b-4a49-ab04-ab220b19fee7_bremen_000284_000019_edit.png', array([-0.42360526, -1.0632902 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/9c9db8e1-3f2d-4e03-9d33-2d9e06009301_bremen_000315_000019_edit.png', array([-0.48913908, -0.9497285 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/184de34a-85f0-4693-aa0e-3db5a1e4b3b4_bremen_000284_000019_edit.png', array([-0.5772141, -0.8243052], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/9b6f7cae-ce81-4027-b51b-30192ee4f528_monchengladbach_000000_033454_edit.png', array([-0.3543722, -1.2093668], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/bf136da6-9d57-4190-ac0b-e88ec4073106_erfurt_000011_000019_edit.png', array([-0.65268874, -0.73531175], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/f851d118-f4ee-4787-933f-c5ee09e40913_stuttgart_000049_000019_edit.png', array([-0.52716494, -0.8922715 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/4ce6ecc8-f5cf-403e-ae78-eb396c18a855_hanover_000000_024276_edit.png', array([-0.31362915, -1.3122633 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/eb59bb4c-ccb0-4af7-8b23-3ffa4e7bdd0a_strasbourg_000001_053976_edit.png', array([-0.4480111, -1.0185938], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_add_person/e835d927-ccfd-4747-bd2e-9745f8818bdf_stuttgart_000156_000019_edit.png', array([-0.31367528, -1.312138  ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/d2535e54-11be-48c5-85ee-801b3a443cd4_stuttgart_000162_000019_edit.png', array([-0.5049994, -0.9250942], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/b5460231-6222-48dd-b5a9-c218d9ff98a6_ulm_000089_000019_edit.png', array([-0.62978613, -0.76079607], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/c30ba11c-41f4-47f1-a345-a47bb3d70023_darmstadt_000059_000019_edit.png', array([-0.38672465, -1.1371809 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_add_person/e3e0aee7-55f4-456b-adac-3766dc85af65_cologne_000051_000019_edit.png', array([-0.34134102, -1.2406939 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/53a7c7c9-7435-4fdb-84ea-5796cef68dd3_strasbourg_000001_001449_edit.png', array([-0.40957123, -1.0904502 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/0075712c-9eb6-431c-9a40-e4a5b6fe8f5d_bremen_000288_000019_edit.png', array([-0.54314774, -0.86968565], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_mutations_10k/16c5574f-9c1f-4aa9-9b7e-b30b43f8c57a_weimar_000102_000019_edit.png', array([-0.3197996, -1.295703 ], dtype=float32))
('/home/adwiii/git/perception_fuzzing/src/images/cityscapes_good_gt_change_person_color/fdc5acb1-1ef5-4e76-8c4d-15476a5226e7_strasbourg_000000_006106_edit.png', array([-0.3136714, -1.3121487], dtype=float32))
